1867/05,-0.543,-0.632,-0.479,-0.709,-0.377,-0.807,-0.280,-0.727,-0.365,-0.865,-0.225
1867/06,-0.288,-0.376,-0.225,-0.463,-0.112,-0.520,-0.055,-0.481,-0.100,-0.590,0.011
1867/07,-0.225,-0.311,-0.161,-0.393,-0.056,-0.460,0.010,-0.410,-0.041,-0.524,0.074
1867/08,-0.213,-0.312,-0.149,-0.386,-0.039,-0.513,0.087,-0.410,-0.031,-0.574,0.136
1867/09,-0.089,-0.177,-0.022,-0.254,0.077,-0.406,0.228,-0.273,0.094,-0.455,0.277
1867/10,-0.176,-0.269,-0.109,-0.333,-0.019,-0.528,0.176,-0.359,-0.005,-0.574,0.214
1867/11,-0.297,-0.387,-0.228,-0.474,-0.119,-0.662,0.069,-0.493,-0.103,-0.711,0.117
1867/12,-0.615,-0.716,-0.540,-0.780,-0.449,-1.003,-0.226,-0.803,-0.434,-1.048,-0.187
1868/01,-0.726,-0.833,-0.641,-0.896,-0.556,-1.320,-0.132,-0.922,-0.540,-1.354,-0.106
1868/02,-0.457,-0.553,-0.365,-0.627,-0.288,-1.114,0.199,-0.653,-0.263,-1.142,0.228
1868/03,-0.050,-0.154,0.023,-0.215,0.114,-0.502,0.401,-0.242,0.129,-0.542,0.434
1868/04,-0.372,-0.443,-0.299,-0.535,-0.208,-0.617,-0.126,-0.554,-0.192,-0.678,-0.067
1868/05,-0.067,-0.175,-0.016,-0.222,0.087,-0.327,0.193,-0.249,0.100,-0.386,0.240
1868/06,-0.162,-0.260,-0.095,-0.321,-0.003,-0.406,0.082,-0.346,0.013,-0.468,0.137
1868/07,0.171,0.084,0.234,0.012,0.330,-0.062,0.404,-0.007,0.345,-0.122,0.461
1868/08,-0.036,-0.136,0.025,-0.193,0.121,-0.318,0.246,-0.218,0.132,-0.373,0.290
1868/09,-0.210,-0.285,-0.149,-0.369,-0.051,-0.492,0.073,-0.384,-0.036,-0.541,0.123
1868/10,-0.230,-0.314,-0.168,-0.391,-0.070,-0.525,0.064,-0.411,-0.058,-0.577,0.110
1868/11,-0.491,-0.564,-0.426,-0.653,-0.328,-0.791,-0.190,-0.666,-0.314,-0.837,-0.141
1868/12,-0.124,-0.218,-0.053,-0.288,0.041,-0.508,0.261,-0.310,0.055,-0.552,0.299
1869/01,-0.231,-0.329,-0.157,-0.393,-0.069,-0.785,0.322,-0.417,-0.056,-0.818,0.346
1869/02,0.265,0.184,0.338,0.087,0.443,-0.209,0.739,0.071,0.460,-0.247,0.778
1869/03,-0.594,-0.678,-0.530,-0.754,-0.434,-0.911,-0.277,-0.769,-0.419,-0.955,-0.232
1869/04,-0.217,-0.288,-0.149,-0.375,-0.059,-0.431,-0.003,-0.390,-0.044,-0.492,0.059
1869/05,-0.283,-0.365,-0.229,-0.443,-0.123,-0.531,-0.035,-0.458,-0.112,-0.587,0.018
1869/06,-0.351,-0.426,-0.290,-0.512,-0.190,-0.567,-0.135,-0.529,-0.182,-0.632,-0.078
1869/07,-0.268,-0.348,-0.209,-0.425,-0.111,-0.491,-0.046,-0.440,-0.098,-0.550,0.012
1869/08,-0.071,-0.142,-0.017,-0.216,0.074,-0.371,0.229,-0.231,0.083,-0.412,0.265
1869/09,-0.189,-0.250,-0.133,-0.352,-0.025,-0.459,0.081,-0.364,-0.014,-0.511,0.133
1869/10,-0.436,-0.513,-0.376,-0.601,-0.272,-0.713,-0.159,-0.618,-0.262,-0.769,-0.110
1869/11,-0.378,-0.443,-0.319,-0.545,-0.211,-0.631,-0.125,-0.554,-0.197,-0.685,-0.065
